query_flight_iata,airline_name,departure_airport,departure_iata,departure_scheduled,arrival_airport,arrival_iata,arrival_scheduled,flight_status
CX100,MIAT Mongolian Airlines,Sydney Kingsford Smith Airport,SYD,2026-08-16T14:05:00+00:00,Hong Kong International,HKG,2026-08-16T21:30:00+00:00,active
CX110,Cathay Pacific,Sydney Kingsford Smith Airport,SYD,2026-08-16T07:40:00+00:00,Hong Kong International,HKG,2026-08-16T15:10:00+00:00,landed
CX111,MIAT Mongolian Airlines,Hong Kong International,HKG,2026-08-16T19:05:00+00:00,Sydney Kingsford Smith Airport,SYD,2026-08-17T06:10:00+00:00,active
CX138,MIAT Mongolian Airlines,Sydney Kingsford Smith Airport,SYD,2026-08-16T21:55:00+00:00,Hong Kong International,HKG,2026-08-17T05:10:00+00:00,active
CX139,MIAT Mongolian Airlines,Hong Kong International,HKG,2026-08-16T09:10:00+00:00,Sydney Kingsford Smith Airport,SYD,2026-08-16T20:10:00+00:00,landed
CX161,Cathay Pacific,Hong Kong International,HKG,2026-08-16T21:35:00+00:00,Sydney Kingsford Smith Airport,SYD,2026-08-17T08:40:00+00:00,active
CX162,MIAT Mongolian Airlines,Sydney Kingsford Smith Airport,SYD,2026-08-16T10:10:00+00:00,Hong Kong International,HKG,2026-08-16T17:45:00+00:00,landed
CX181,Cathay Pacific,Hong Kong International,HKG,2026-08-17T00:45:00+00:00,Sydney Kingsford Smith Airport,SYD,2026-08-17T11:45:00+00:00,scheduled
QF127,LATAM Airlines,Sydney Kingsford Smith Airport,SYD,2026-08-16T10:10:00+00:00,Hong Kong International,HKG,2026-08-16T17:55:00+00:00,landed
QF128,Air France,Hong Kong International,HKG,2026-08-16T19:30:00+00:00,Sydney Kingsford Smith Airport,SYD,2026-08-17T06:45:00+00:00,active
CX104,LATAM Airlines,Melbourne - Tullamarine Airport,MEL,2026-08-16T14:25:00+00:00,Hong Kong International,HKG,2026-08-16T21:45:00+00:00,active
CX105,Cathay Pacific,Hong Kong International,HKG,2026-08-17T00:20:00+00:00,Melbourne - Tullamarine Airport,MEL,2026-08-17T11:15:00+00:00,scheduled
CX134,Cathay Pacific,Melbourne - Tullamarine Airport,MEL,2026-08-16T07:25:00+00:00,Hong Kong International,HKG,2026-08-16T14:55:00+00:00,landed
CX135,MIAT Mongolian Airlines,Hong Kong International,HKG,2026-08-16T19:00:00+00:00,Melbourne - Tullamarine Airport,MEL,2026-08-17T05:55:00+00:00,active
CX163,Cathay Pacific,Hong Kong International,HKG,2026-08-16T11:20:00+00:00,Melbourne - Tullamarine Airport,MEL,2026-08-16T22:15:00+00:00,landed
CX178,MIAT Mongolian Airlines,Melbourne - Tullamarine Airport,MEL,2026-08-16T23:45:00+00:00,Hong Kong International,HKG,2026-08-17T06:55:00+00:00,active
CX810,Cathay Pacific,Hong Kong International,HKG,2026-08-16T15:55:00+00:00,Vancouver International,YVR,2026-08-16T13:00:00+00:00,active
CX865,Cathay Pacific,Vancouver International,YVR,2026-08-16T01:25:00+00:00,Hong Kong International,HKG,2026-08-17T05:35:00+00:00,active
CX867,Cathay Pacific,Vancouver International,YVR,2026-08-15T14:55:00+00:00,Hong Kong International,HKG,2026-08-16T19:20:00+00:00,landed
CX888,Cathay Pacific,Hong Kong International,HKG,2026-08-17T00:45:00+00:00,Vancouver International,YVR,2026-08-16T21:50:00+00:00,scheduled
CX870,MIAT Mongolian Airlines,Hong Kong International,HKG,2026-08-16T13:25:00+00:00,San Francisco International,SFO,2026-08-16T11:25:00+00:00,active
CX872,Cathay Pacific,Hong Kong International,HKG,2026-08-17T01:10:00+00:00,San Francisco International,SFO,2026-08-16T23:15:00+00:00,scheduled
CX873,MIAT Mongolian Airlines,San Francisco International,SFO,2026-08-16T01:20:00+00:00,Hong Kong International,HKG,2026-08-17T06:15:00+00:00,active
CX879,Malaysia Airlines,San Francisco International,SFO,2026-08-15T14:00:00+00:00,Hong Kong International,HKG,2026-08-16T18:55:00+00:00,landed
UA862,United Airlines,Hong Kong International,HKG,2026-08-16T11:45:00+00:00,San Francisco International,SFO,2026-08-16T09:50:00+00:00,active
UA869,United Airlines,San Francisco International,SFO,2026-08-15T13:45:00+00:00,Hong Kong International,HKG,2026-08-16T18:55:00+00:00,landed
UA877,United Airlines,San Francisco International,SFO,2026-08-15T23:50:00+00:00,Hong Kong International,HKG,2026-08-17T05:00:00+00:00,active
UA878,United Airlines,Hong Kong International,HKG,2026-08-16T22:30:00+00:00,San Francisco International,SFO,2026-08-16T20:35:00+00:00,scheduled
CX950,Cathay Pacific,Hong Kong International,HKG,2026-08-17T01:15:00+00:00,Guangzhou Baiyun International,CAN,2026-08-17T02:20:00+00:00,scheduled
CX953,Cathay Pacific,Guangzhou Baiyun International,CAN,2026-08-16T05:00:00+00:00,Hong Kong International,HKG,2026-08-16T06:25:00+00:00,landed
CX982,Cathay Pacific,Hong Kong International,HKG,2026-08-16T07:50:00+00:00,Guangzhou Baiyun International,CAN,2026-08-16T08:55:00+00:00,landed
CX983,Cathay Pacific,Guangzhou Baiyun International,CAN,2026-08-16T10:10:00+00:00,Hong Kong International,HKG,2026-08-16T11:45:00+00:00,landed
CX988,Cathay Pacific,Hong Kong International,HKG,2026-08-16T20:00:00+00:00,Guangzhou Baiyun International,CAN,2026-08-16T21:05:00+00:00,active
CX989,Cathay Pacific,Guangzhou Baiyun International,CAN,2026-08-16T22:20:00+00:00,Hong Kong International,HKG,2026-08-16T23:40:00+00:00,scheduled
TW639,T'way Air,Gimhae,PUS,2026-08-16T21:50:00+00:00,Hong Kong International,HKG,2026-08-17T00:15:00+00:00,active
TW640,T'way Air,Hong Kong International,HKG,2026-08-17T01:50:00+00:00,Gimhae,PUS,2026-08-17T06:20:00+00:00,scheduled
UO604,HK express,Hong Kong International,HKG,2026-08-17T02:35:00+00:00,Gimhae,PUS,2026-08-17T07:00:00+00:00,scheduled
UO607,HK express,Gimhae,PUS,2026-08-15T07:45:00+00:00,Hong Kong International,HKG,2026-08-15T10:20:00+00:00,landed
UO674,Cathay Pacific,Hong Kong International,HKG,2026-08-16T09:10:00+00:00,Gimhae,PUS,2026-08-16T13:35:00+00:00,landed
UO675,HK express,Gimhae,PUS,2026-08-16T14:20:00+00:00,Hong Kong International,HKG,2026-08-16T16:55:00+00:00,active
LJ713,Jin Air,Jeju Airport,CJU,2026-08-16T21:30:00+00:00,Hong Kong International,HKG,2026-08-16T23:35:00+00:00,scheduled
LJ714,Jin Air,Hong Kong International,HKG,2026-08-17T02:00:00+00:00,Jeju Airport,CJU,2026-08-17T06:05:00+00:00,scheduled
UO660,HK express,Hong Kong International,HKG,2026-08-15T08:35:00+00:00,Jeju Airport,CJU,2026-08-15T12:35:00+00:00,landed
UO663,Cathay Pacific,Jeju Airport,CJU,2026-08-15T13:25:00+00:00,Hong Kong International,HKG,2026-08-15T15:30:00+00:00,landed
UO698,HK express,Hong Kong International,HKG,2026-08-17T02:30:00+00:00,Jeju Airport,CJU,2026-08-17T06:30:00+00:00,scheduled
UO699,HK express,Jeju Airport,CJU,2026-08-16T07:30:00+00:00,Hong Kong International,HKG,2026-08-16T09:40:00+00:00,landed
CX782,Cathay Pacific,Ngurah Rai International,DPS,2026-08-16T18:50:00+00:00,Hong Kong International,HKG,2026-08-17T00:05:00+00:00,scheduled
CX783,American Airlines,Hong Kong International,HKG,2026-08-16T12:35:00+00:00,Ngurah Rai International,DPS,2026-08-16T17:40:00+00:00,landed
CX784,Qatar Airways,Ngurah Rai International,DPS,2026-08-16T16:15:00+00:00,Hong Kong International,HKG,2026-08-16T21:25:00+00:00,scheduled
CX785,Qatar Airways,Hong Kong International,HKG,2026-08-16T10:00:00+00:00,Ngurah Rai International,DPS,2026-08-16T15:00:00+00:00,scheduled
HX706,Hong Kong Airlines,Ngurah Rai International,DPS,2026-08-16T08:05:00+00:00,Hong Kong International,HKG,2026-08-16T13:20:00+00:00,landed
HX707,Hong Kong Airlines,Hong Kong International,HKG,2026-08-17T02:00:00+00:00,Ngurah Rai International,DPS,2026-08-17T07:05:00+00:00,scheduled
CX830,MIAT Mongolian Airlines,Hong Kong International,HKG,2026-08-16T09:05:00+00:00,John F Kennedy International,JFK,2026-08-16T13:10:00+00:00,active
CX831,Cathay Pacific,John F Kennedy International,JFK,2026-08-16T14:55:00+00:00,Hong Kong International,HKG,2026-08-17T19:05:00+00:00,scheduled
CX840,MIAT Mongolian Airlines,Hong Kong International,HKG,2026-08-16T16:30:00+00:00,John F Kennedy International,JFK,2026-08-16T20:35:00+00:00,active
CX841,Cathay Pacific,John F Kennedy International,JFK,2026-08-16T10:00:00+00:00,Hong Kong International,HKG,2026-08-17T13:55:00+00:00,scheduled
CX843,LATAM Airlines,John F Kennedy International,JFK,2026-08-16T01:55:00+00:00,Hong Kong International,HKG,2026-08-17T05:30:00+00:00,active
CX844,Cathay Pacific,Hong Kong International,HKG,2026-08-17T02:00:00+00:00,John F Kennedy International,JFK,2026-08-17T06:00:00+00:00,scheduled
5J110,Cebu Pacific,Ninoy Aquino International,MNL,2026-08-16T07:10:00+00:00,Hong Kong International,HKG,2026-08-16T09:45:00+00:00,landed
5J111,Cebu Pacific,Hong Kong International,HKG,2026-08-16T11:00:00+00:00,Ninoy Aquino International,MNL,2026-08-16T13:30:00+00:00,landed
5J112,Cebu Pacific,Ninoy Aquino International,MNL,2026-08-16T15:30:00+00:00,Hong Kong International,HKG,2026-08-16T18:00:00+00:00,active
5J113,Cebu Pacific,Hong Kong International,HKG,2026-08-16T19:15:00+00:00,Ninoy Aquino International,MNL,2026-08-16T21:45:00+00:00,active
5J114,Cebu Pacific,Ninoy Aquino International,MNL,2026-08-15T17:50:00+00:00,Hong Kong International,HKG,2026-08-15T20:20:00+00:00,landed
5J115,Cebu Pacific,Hong Kong International,HKG,2026-08-15T21:15:00+00:00,Ninoy Aquino International,MNL,2026-08-15T23:35:00+00:00,landed
EK380,Emirates,Dubai,DXB,2026-08-16T10:00:00+00:00,Hong Kong International,HKG,2026-08-16T22:05:00+00:00,scheduled
EK381,Emirates,Hong Kong International,HKG,2026-08-17T00:40:00+00:00,Dubai,DXB,2026-08-17T04:25:00+00:00,scheduled
EK382,Emirates,Dubai,DXB,2026-08-16T03:15:00+00:00,Hong Kong International,HKG,2026-08-16T15:25:00+00:00,scheduled
EK383,Alitalia,Hong Kong International,HKG,2026-08-16T19:10:00+00:00,Dubai,DXB,2026-08-16T23:00:00+00:00,active
EK384,Emirates,Suvarnabhumi International,BKK,2026-08-16T14:15:00+00:00,Hong Kong International,HKG,2026-08-16T18:15:00+00:00,landed
AF185,Air France,Hong Kong International,HKG,2026-08-16T22:20:00+00:00,Charles De Gaulle,CDG,2026-08-17T05:50:00+00:00,scheduled
AF188,Qantas,Charles De Gaulle,CDG,2026-08-15T23:30:00+00:00,Hong Kong International,HKG,2026-08-16T17:40:00+00:00,landed
CX260,Cathay Pacific,Charles De Gaulle,CDG,2026-08-16T12:20:00+00:00,Hong Kong International,HKG,2026-08-17T06:15:00+00:00,active
CX261,Cathay Pacific,Hong Kong International,HKG,2026-08-17T00:05:00+00:00,Charles De Gaulle,CDG,2026-08-17T07:55:00+00:00,scheduled
CX150,Japan Airlines,Brisbane International,BNE,2026-08-16T12:20:00+00:00,Hong Kong International,HKG,2026-08-16T19:20:00+00:00,landed
CX156,Lufthansa,Brisbane International,BNE,2026-08-17T00:05:00+00:00,Hong Kong International,HKG,2026-08-17T06:50:00+00:00,scheduled
CX157,Cathay Pacific,Hong Kong International,HKG,2026-08-16T11:55:00+00:00,Brisbane International,BNE,2026-08-16T22:30:00+00:00,landed
CX165,Cathay Pacific,Hong Kong International,HKG,2026-08-16T00:15:00+00:00,Brisbane International,BNE,2026-08-16T10:50:00+00:00,landed
CX382,Swiss,Zurich,ZRH,2026-08-16T13:30:00+00:00,Hong Kong International,HKG,2026-08-17T06:55:00+00:00,active
CX383,Cathay Pacific,Hong Kong International,HKG,2026-08-17T00:25:00+00:00,Zurich,ZRH,2026-08-17T07:30:00+00:00,scheduled
LX138,Cathay Pacific,Zurich,ZRH,2026-08-15T22:30:00+00:00,Hong Kong International,HKG,2026-08-16T16:35:00+00:00,landed
LX139,Swiss,Hong Kong International,HKG,2026-08-16T23:05:00+00:00,Zurich,ZRH,2026-08-17T06:10:00+00:00,scheduled
QR815,Qatar Airways,Hong Kong International,HKG,2026-08-17T01:25:00+00:00,Doha International,DOH,2026-08-17T04:35:00+00:00,scheduled
QR816,LATAM Airlines,Doha International,DOH,2026-08-16T08:30:00+00:00,Hong Kong International,HKG,2026-08-16T21:55:00+00:00,active
QR817,LATAM Airlines,Hong Kong International,HKG,2026-08-16T19:40:00+00:00,Doha International,DOH,2026-08-16T22:50:00+00:00,active
QR818,AirSERBIA,Doha International,DOH,2026-08-16T01:45:00+00:00,Hong Kong International,HKG,2026-08-16T15:10:00+00:00,landed
UO656,HK express,Hong Kong International,HKG,2026-08-17T02:10:00+00:00,Daegu,TAE,2026-08-17T06:40:00+00:00,scheduled
UO673,HK express,Daegu,TAE,2026-08-16T07:25:00+00:00,Hong Kong International,HKG,2026-08-16T10:00:00+00:00,landed
UO832,HK express,Hong Kong International,HKG,2026-08-15T10:00:00+00:00,Daegu,TAE,2026-08-15T14:30:00+00:00,landed
UO833,HK express,Daegu,TAE,2026-08-15T15:30:00+00:00,Hong Kong International,HKG,2026-08-15T18:10:00+00:00,landed
ET644,Ethiopian Airlines,Hong Kong International,HKG,2026-08-16T16:15:00+00:00,Ninoy Aquino International,MNL,2026-08-16T18:15:00+00:00,landed
ET645,Ethiopian Airlines,Hong Kong International,HKG,2026-08-17T00:25:00+00:00,Bole International,ADD,2026-08-17T05:35:00+00:00,scheduled
CX315,Cathay Pacific,Hong Kong International,HKG,2026-08-16T00:45:00+00:00,Barajas,MAD,2026-08-16T09:15:00+00:00,landed
CX372,Iberia,Barajas,MAD,2026-08-16T12:25:00+00:00,Hong Kong International,HKG,2026-08-17T06:55:00+00:00,active
CX233,Cathay Pacific,Hong Kong International,HKG,2026-08-17T00:50:00+00:00,Milano Malpensa,MXP,2026-08-17T08:00:00+00:00,scheduled
CX234,Cathay Pacific,Milano Malpensa,MXP,2026-08-16T12:45:00+00:00,Hong Kong International,HKG,2026-08-17T06:15:00+00:00,active
CX216,Cathay Pacific,Manchester Airport,MAN,2026-08-16T11:10:00+00:00,Hong Kong International,HKG,2026-08-17T06:35:00+00:00,active
CX259,Cathay Pacific,Hong Kong International,HKG,2026-08-17T00:55:00+00:00,Manchester Airport,MAN,2026-08-17T08:15:00+00:00,scheduled
CX292,Cathay Pacific,Leonardo Da Vinci (Fiumicino),FCO,2026-08-15T13:00:00+00:00,Hong Kong International,HKG,2026-08-16T06:00:00+00:00,landed
CX293,Cathay Pacific,Hong Kong International,HKG,2026-08-17T01:05:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2026-08-17T08:05:00+00:00,scheduled
CX748,LATAM Airlines,Oliver Reginald Tambo International (Jan Smuts International),JNB,2026-08-16T11:10:00+00:00,Hong Kong International,HKG,2026-08-17T06:30:00+00:00,active
CX749,Cathay Pacific,Hong Kong International,HKG,2026-08-17T01:05:00+00:00,Oliver Reginald Tambo International (Jan Smuts International),JNB,2026-08-17T07:45:00+00:00,scheduled
5J242,Cebu Pacific,Iloilo International,ILO,2026-08-16T22:00:00+00:00,Hong Kong International,HKG,2026-08-17T00:50:00+00:00,scheduled
5J243,Cebu Pacific,Hong Kong International,HKG,2026-08-17T02:20:00+00:00,Iloilo International,ILO,2026-08-17T05:10:00+00:00,scheduled
CX907,Cathay Pacific,Hong Kong International,HKG,2026-08-16T07:20:00+00:00,Ninoy Aquino International,MNL,2026-08-16T09:35:00+00:00,landed
CX901,Cathay Pacific,Hong Kong International,HKG,2026-08-16T09:00:00+00:00,Ninoy Aquino International,MNL,2026-08-16T11:20:00+00:00,landed
CX919,Cathay Pacific,Hong Kong International,HKG,2026-08-16T14:05:00+00:00,Ninoy Aquino International,MNL,2026-08-16T16:30:00+00:00,landed
CX903,Cathay Pacific,Hong Kong International,HKG,2026-08-16T16:40:00+00:00,Ninoy Aquino International,MNL,2026-08-16T19:05:00+00:00,landed
CX913,Cathay Pacific,Hong Kong International,HKG,2026-08-16T20:30:00+00:00,Ninoy Aquino International,MNL,2026-08-16T22:55:00+00:00,scheduled
CX939,Cathay Pacific,Hong Kong International,HKG,2026-08-16T21:55:00+00:00,Ninoy Aquino International,MNL,2026-08-17T00:15:00+00:00,scheduled
CX974,Cathay Pacific,Ninoy Aquino International,MNL,2026-08-16T05:30:00+00:00,Hong Kong International,HKG,2026-08-16T07:50:00+00:00,landed
CX912,Cathay Pacific,Ninoy Aquino International,MNL,2026-08-16T08:00:00+00:00,Hong Kong International,HKG,2026-08-16T10:30:00+00:00,landed
CX906,British Airways,Ninoy Aquino International,MNL,2026-08-16T10:50:00+00:00,Hong Kong International,HKG,2026-08-16T13:15:00+00:00,landed
CX930,Cathay Pacific,Ninoy Aquino International,MNL,2026-08-16T12:30:00+00:00,Hong Kong International,HKG,2026-08-16T15:00:00+00:00,landed
CX918,Swiss,Ninoy Aquino International,MNL,2026-08-16T17:40:00+00:00,Hong Kong International,HKG,2026-08-16T20:15:00+00:00,active
CX902,Cathay Pacific,Ninoy Aquino International,MNL,2026-08-16T20:20:00+00:00,Hong Kong International,HKG,2026-08-16T22:55:00+00:00,active
5J273,Cebu Pacific,Hong Kong International,HKG,2026-08-16T09:25:00+00:00,Ninoy Aquino International,MNL,2026-08-16T11:50:00+00:00,landed
5J143,Cebu Pacific,Hong Kong International,HKG,2026-08-16T14:00:00+00:00,Ninoy Aquino International,MNL,2026-08-16T16:25:00+00:00,landed
5J272,Cebu Pacific,Ninoy Aquino International,MNL,2026-08-16T05:35:00+00:00,Hong Kong International,HKG,2026-08-16T08:10:00+00:00,landed
5J142,Cebu Pacific,Ninoy Aquino International,MNL,2026-08-16T10:30:00+00:00,Hong Kong International,HKG,2026-08-16T13:00:00+00:00,landed
PR319,Philippine Airlines,Hong Kong International,HKG,2026-08-16T13:40:00+00:00,Ninoy Aquino International,MNL,2026-08-16T16:05:00+00:00,
PR307,Philippine Airlines,Hong Kong International,HKG,2026-08-16T18:00:00+00:00,Ninoy Aquino International,MNL,2026-08-16T20:20:00+00:00,scheduled
PR311,Philippine Airlines,Hong Kong International,HKG,2026-08-16T23:15:00+00:00,Ninoy Aquino International,MNL,2026-08-17T01:20:00+00:00,scheduled
PR318,Philippine Airlines,Ninoy Aquino International,MNL,2026-08-16T10:10:00+00:00,Hong Kong International,HKG,2026-08-16T12:35:00+00:00,
PR306,Philippine Airlines,Ninoy Aquino International,MNL,2026-08-16T14:40:00+00:00,Hong Kong International,HKG,2026-08-16T17:00:00+00:00,active
PR310,Philippine Airlines,Ninoy Aquino International,MNL,2026-08-16T19:30:00+00:00,Hong Kong International,HKG,2026-08-16T22:00:00+00:00,active
UO534,HK express,Hong Kong International,HKG,2026-08-16T17:50:00+00:00,Ninoy Aquino International,MNL,2026-08-16T20:10:00+00:00,landed
UO517,HK express,Ninoy Aquino International,MNL,2026-08-16T01:45:00+00:00,Hong Kong International,HKG,2026-08-16T04:05:00+00:00,landed
UO535,HK express,Ninoy Aquino International,MNL,2026-08-16T21:10:00+00:00,Hong Kong International,HKG,2026-08-16T23:30:00+00:00,active
UO516,Cathay Pacific,Hong Kong International,HKG,2026-08-15T22:40:00+00:00,Ninoy Aquino International,MNL,2026-08-16T01:00:00+00:00,landed
CX334,Cathay Pacific,Hong Kong International,HKG,2026-08-16T07:25:00+00:00,Beijing Capital International,PEK,2026-08-16T10:45:00+00:00,landed
CX390,Cathay Pacific,Hong Kong International,HKG,2026-08-16T09:00:00+00:00,Beijing Capital International,PEK,2026-08-16T12:25:00+00:00,landed
CX332,Cathay Pacific,Hong Kong International,HKG,2026-08-16T12:00:00+00:00,Beijing Capital International,PEK,2026-08-16T15:25:00+00:00,landed
CX392,Air China,Hong Kong International,HKG,2026-08-16T13:55:00+00:00,Beijing Capital International,PEK,2026-08-16T17:25:00+00:00,landed
CX336,Cathay Pacific,Hong Kong International,HKG,2026-08-16T15:00:00+00:00,Beijing Capital International,PEK,2026-08-16T18:25:00+00:00,landed
CX312,Cathay Pacific,Hong Kong International,HKG,2026-08-16T17:00:00+00:00,Beijing Capital International,PEK,2026-08-16T20:25:00+00:00,landed
CX344,Cathay Pacific,Hong Kong International,HKG,2026-08-16T19:00:00+00:00,Beijing Capital International,PEK,2026-08-16T22:25:00+00:00,active
CX340,Cathay Pacific,Hong Kong International,HKG,2026-08-16T21:55:00+00:00,Beijing Capital International,PEK,2026-08-17T01:25:00+00:00,scheduled
CX395,Air China,Beijing Capital International,PEK,2026-08-16T03:15:00+00:00,Hong Kong International,HKG,2026-08-16T06:55:00+00:00,landed
CX345,Air China,Beijing Capital International,PEK,2026-08-16T07:25:00+00:00,Hong Kong International,HKG,2026-08-16T11:00:00+00:00,landed
CX347,Cathay Pacific,Beijing Capital International,PEK,2026-08-16T10:00:00+00:00,Hong Kong International,HKG,2026-08-16T13:45:00+00:00,landed
CX335,Air China,Beijing Capital International,PEK,2026-08-16T12:05:00+00:00,Hong Kong International,HKG,2026-08-16T16:00:00+00:00,landed
CX391,Air China,Beijing Capital International,PEK,2026-08-16T13:40:00+00:00,Hong Kong International,HKG,2026-08-16T17:25:00+00:00,active
CX331,Air China,Beijing Capital International,PEK,2026-08-16T16:40:00+00:00,Hong Kong International,HKG,2026-08-16T20:25:00+00:00,active
CX393,Air China,Beijing Capital International,PEK,2026-08-16T18:40:00+00:00,Hong Kong International,HKG,2026-08-16T22:25:00+00:00,active
CX337,Air China,Beijing Capital International,PEK,2026-08-16T19:40:00+00:00,Hong Kong International,HKG,2026-08-16T23:25:00+00:00,active
CA118,Air China,Hong Kong International,HKG,2026-08-16T08:30:00+00:00,Beijing Capital International,PEK,2026-08-16T11:55:00+00:00,landed
CA108,Air China,Hong Kong International,HKG,2026-08-16T10:30:00+00:00,Beijing Capital International,PEK,2026-08-16T14:00:00+00:00,landed
CA102,Cathay Pacific,Hong Kong International,HKG,2026-08-16T13:30:00+00:00,Beijing Capital International,PEK,2026-08-16T17:15:00+00:00,landed
CA112,Air China,Hong Kong International,HKG,2026-08-16T14:35:00+00:00,Beijing Capital International,PEK,2026-08-16T18:00:00+00:00,landed
CA110,Air China,Hong Kong International,HKG,2026-08-16T17:45:00+00:00,Beijing Capital International,PEK,2026-08-16T21:15:00+00:00,landed
CA116,Cathay Pacific,Hong Kong International,HKG,2026-08-16T20:15:00+00:00,Beijing Capital International,PEK,2026-08-16T23:45:00+00:00,active
CA101,Air China,Beijing Capital International,PEK,2026-08-16T08:05:00+00:00,Hong Kong International,HKG,2026-08-16T11:50:00+00:00,landed
CA111,Cathay Pacific,Beijing Capital International,PEK,2026-08-16T09:25:00+00:00,Hong Kong International,HKG,2026-08-16T13:05:00+00:00,landed
CA109,Cathay Pacific,Beijing Capital International,PEK,2026-08-16T12:35:00+00:00,Hong Kong International,HKG,2026-08-16T16:20:00+00:00,landed
CA115,Cathay Pacific,Beijing Capital International,PEK,2026-08-16T15:20:00+00:00,Hong Kong International,HKG,2026-08-16T19:00:00+00:00,active
CA117,Cathay Pacific,Beijing Capital International,PEK,2026-08-16T17:30:00+00:00,Hong Kong International,HKG,2026-08-16T21:05:00+00:00,active
CA107,Cathay Pacific,Beijing Capital International,PEK,2026-08-16T18:00:00+00:00,Hong Kong International,HKG,2026-08-16T21:45:00+00:00,active
HX336,Hainan Airlines,Hong Kong International,HKG,2026-08-16T16:30:00+00:00,Beijing Capital International,PEK,2026-08-16T20:00:00+00:00,landed
HX304,Hainan Airlines,Hong Kong International,HKG,2026-08-16T20:20:00+00:00,Beijing Capital International,PEK,2026-08-16T23:40:00+00:00,active
HX337,Hainan Airlines,Beijing Capital International,PEK,2026-08-16T21:00:00+00:00,Hong Kong International,HKG,2026-08-17T00:35:00+00:00,active
HX305,Hainan Airlines,Beijing Capital International,PEK,2026-08-16T09:20:00+00:00,Hong Kong International,HKG,2026-08-16T13:15:00+00:00,landed
UO704,HK express,Hong Kong International,HKG,2026-08-16T07:25:00+00:00,Suvarnabhumi International,BKK,2026-08-16T09:25:00+00:00,landed
UO700,HK express,Hong Kong International,HKG,2026-08-16T13:30:00+00:00,Suvarnabhumi International,BKK,2026-08-16T15:30:00+00:00,active
UO758,HK express,Hong Kong International,HKG,2026-08-16T15:00:00+00:00,Suvarnabhumi International,BKK,2026-08-16T17:00:00+00:00,active
UO702,HK express,Hong Kong International,HKG,2026-08-16T16:55:00+00:00,Suvarnabhumi International,BKK,2026-08-16T18:55:00+00:00,active
UO732,HK express,Hong Kong International,HKG,2026-08-16T21:30:00+00:00,Suvarnabhumi International,BKK,2026-08-16T23:20:00+00:00,active
UO733,HK express,Suvarnabhumi International,BKK,2026-08-17T00:20:00+00:00,Hong Kong International,HKG,2026-08-17T04:30:00+00:00,scheduled
UO705,Cathay Pacific,Suvarnabhumi International,BKK,2026-08-16T10:10:00+00:00,Hong Kong International,HKG,2026-08-16T14:20:00+00:00,landed
UO701,HK express,Suvarnabhumi International,BKK,2026-08-16T16:15:00+00:00,Hong Kong International,HKG,2026-08-16T20:15:00+00:00,landed
UO759,HK express,Suvarnabhumi International,BKK,2026-08-16T17:50:00+00:00,Hong Kong International,HKG,2026-08-16T21:40:00+00:00,active
UO703,HK express,Suvarnabhumi International,BKK,2026-08-16T19:40:00+00:00,Hong Kong International,HKG,2026-08-16T23:40:00+00:00,scheduled
TG603,Thai Airways,Hong Kong International,HKG,2026-08-16T07:50:00+00:00,Suvarnabhumi International,BKK,2026-08-16T09:35:00+00:00,landed
TG601,Gulf Air,Hong Kong International,HKG,2026-08-16T12:55:00+00:00,Suvarnabhumi International,BKK,2026-08-16T14:45:00+00:00,landed
TG629,Gulf Air,Hong Kong International,HKG,2026-08-16T15:30:00+00:00,Suvarnabhumi International,BKK,2026-08-16T17:20:00+00:00,active
TG639,Turkish Airlines,Hong Kong International,HKG,2026-08-16T19:05:00+00:00,Suvarnabhumi International,BKK,2026-08-16T20:45:00+00:00,active
TG600,Turkish Airlines,Suvarnabhumi International,BKK,2026-08-16T08:00:00+00:00,Hong Kong International,HKG,2026-08-16T11:45:00+00:00,landed
TG628,Gulf Air,Suvarnabhumi International,BKK,2026-08-16T10:30:00+00:00,Hong Kong International,HKG,2026-08-16T14:20:00+00:00,landed
TG638,Air New Zealand,Suvarnabhumi International,BKK,2026-08-16T14:00:00+00:00,Hong Kong International,HKG,2026-08-16T17:45:00+00:00,landed
TG602,Austrian Airlines,Suvarnabhumi International,BKK,2026-08-16T18:10:00+00:00,Hong Kong International,HKG,2026-08-16T22:00:00+00:00,active
CX705,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:00:00+00:00,Suvarnabhumi International,BKK,2026-08-16T10:00:00+00:00,landed
CX717,Cathay Pacific,Hong Kong International,HKG,2026-08-16T09:00:00+00:00,Suvarnabhumi International,BKK,2026-08-16T11:05:00+00:00,landed
CX755,Qatar Airways,Hong Kong International,HKG,2026-08-16T09:25:00+00:00,Suvarnabhumi International,BKK,2026-08-16T11:30:00+00:00,landed
CX653,Cathay Pacific,Hong Kong International,HKG,2026-08-16T12:00:00+00:00,Suvarnabhumi International,BKK,2026-08-16T14:00:00+00:00,landed
CX775,Qatar Airways,Hong Kong International,HKG,2026-08-16T13:20:00+00:00,Suvarnabhumi International,BKK,2026-08-16T15:25:00+00:00,active
CX751,Cathay Pacific,Hong Kong International,HKG,2026-08-16T14:30:00+00:00,Suvarnabhumi International,BKK,2026-08-16T16:30:00+00:00,active
